timestamp,anomaly_score,is_anomaly,risk_level,risk_color,affected_areas,anomaly_features,scenario_count,scenario_1_feature,scenario_1_name,scenario_1_description,scenario_1_impact,scenario_1_action,scenario_2_feature,scenario_2_name,scenario_2_description,scenario_2_impact,scenario_2_action,scenario_3_feature,scenario_3_name,scenario_3_description,scenario_3_impact,scenario_3_action,scenario_4_feature,scenario_4_name,scenario_4_description,scenario_4_impact,scenario_4_action
2025-05-17 00:16:00,0.3682248020571846,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:16:30,0.3490689946515546,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:17:00,0.3589476994091303,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:17:30,0.348555132372176,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:18:00,0.4845532568253107,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:18:30,0.6338557589680385,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:19:00,1.0881966305575843,1,警告,黄色,轧制区,轧制区_力传感器_轧制力,1,轧制区_力传感器_轧制力,轧制力异常,轧制力偏离预期值，可能设备或工艺异常,轧制力和轧制速度变化会影响成品厚度/宽度，进而影响热处理参数,检查轧机状态，调整轧制参数,,,,,,,,,,,,,,,
2025-05-17 00:19:30,0.2941125011055563,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:20:00,0.4256574982392152,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:20:30,0.3311915393551854,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:21:00,0.3802634512331265,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:21:30,0.4114015893131182,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:22:00,0.3162551758111288,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:22:30,0.3274088957287596,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:23:00,0.4260091062498283,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:23:30,0.3855797222990259,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:24:00,0.3589004023861318,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:24:30,0.3478356574259932,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:25:00,0.3478356574259932,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:25:30,0.3390557402587991,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:26:00,0.3134145187990706,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:26:30,0.2903813025800293,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:27:00,0.3447557723716279,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:27:30,0.3767802074937491,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:28:00,0.3222035660909327,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:28:30,0.2797734060849084,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:29:00,0.3222035660909327,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:29:30,0.2987415169888714,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:30:00,0.3028590609300053,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:30:30,0.4339896302404897,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:31:00,0.3536569273186014,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:31:30,0.3587644101404906,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:32:00,0.3922386766934975,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:32:30,0.3826659960420563,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:33:00,0.3536569273186014,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:33:30,0.4270460358009275,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:34:00,0.3393227338969845,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:34:30,0.3726637610370981,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:35:00,0.3869593991136441,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:35:30,0.3616622969825688,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:36:00,0.3300222734390183,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:36:30,0.3124802568181335,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:37:00,0.3202243187382159,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:37:30,0.3644060405810729,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:38:00,0.3869593991136441,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:38:30,1.0630563276324572,1,警告,黄色,轧制区,轧制区_力传感器_轧制力,1,轧制区_力传感器_轧制力,轧制力异常,轧制力偏离预期值，可能设备或工艺异常,轧制力和轧制速度变化会影响成品厚度/宽度，进而影响热处理参数,检查轧机状态，调整轧制参数,,,,,,,,,,,,,,,
2025-05-17 00:39:00,0.3239879387657229,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:39:30,0.4824349823639016,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:40:00,0.69898294243127,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:40:30,0.6047420077606519,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:41:00,0.5532662727459905,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:41:30,0.4632025532237697,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:42:00,0.4413569739986641,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:42:30,0.5334236020297235,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:43:00,0.5523584798544243,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:43:30,0.533545077572954,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:44:00,0.3851712839088489,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:44:30,0.5047973546841926,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:45:00,0.3289426408607785,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:45:30,0.4131556078184347,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:46:00,0.3379177874311698,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:46:30,0.3114484499144495,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:47:00,0.3379530947270426,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:47:30,0.2922736392224802,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:48:00,0.3358579746193733,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:48:30,0.4585397911765269,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:49:00,0.3114484499144495,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:49:30,0.3266364346461723,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:50:00,0.3687987408174226,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:50:30,0.3614440055480626,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:51:00,0.3193088544253044,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:51:30,0.2971750807077212,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:52:00,0.3021702718780457,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:52:30,0.2849651283088721,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:53:00,0.322041919218143,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:53:30,0.3042513796816918,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:54:00,0.24064117466679,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:54:30,0.3128689345156968,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:55:00,0.279312507530177,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:55:30,0.2948043669477993,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:56:00,0.279312507530177,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:56:30,0.2607636959210497,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:57:00,0.2923686612954311,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:57:30,1.0381922793090723,1,警告,黄色,轧制区,轧制区_力传感器_轧制力,1,轧制区_力传感器_轧制力,轧制力异常,轧制力偏离预期值，可能设备或工艺异常,轧制力和轧制速度变化会影响成品厚度/宽度，进而影响热处理参数,检查轧机状态，调整轧制参数,,,,,,,,,,,,,,,
2025-05-17 00:58:00,0.3165984902422364,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:58:30,0.3850526213929237,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:59:00,0.2823726698847628,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 00:59:30,0.2512823883215599,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:00:00,0.3048275140909426,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:00:30,0.2829165941060391,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:01:00,0.2493542030809948,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:01:30,0.2688971606830811,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:02:00,0.2775570753181713,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:02:30,0.2855834443904888,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:03:00,0.2932333532173208,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:03:30,0.2857382007731536,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:04:00,0.2695555480989073,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:04:30,0.3208861400130022,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:05:00,0.3081735917363147,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:05:30,0.2741458130546849,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:06:00,0.2379218012494294,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:06:30,0.3130867329283202,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:07:00,0.2815509112107928,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:07:30,0.2760677403827402,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:08:00,0.2458267661567289,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:08:30,0.3271911162458039,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:09:00,0.2905784110802322,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:09:30,0.3870909623902117,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:10:00,0.2899272475340169,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:10:30,0.3070509878928628,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:11:00,0.3355825441290191,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:11:30,0.4578818207255635,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:12:00,0.2953977851812822,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:12:30,0.3238437865816997,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:13:00,0.331848650300434,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:13:30,0.331848650300434,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:14:00,0.297250951973433,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:14:30,0.3608279637724006,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:15:00,0.4429241212388555,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:15:30,0.4383909706419875,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:16:00,0.5014879629562922,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:16:30,0.8179905711653515,1,警告,黄色,炼钢区; 连铸区,炼钢区_温度传感器_钢水温度; 炼钢区_成分分析仪_主要元素含量,2,炼钢区_温度传感器_钢水温度,钢水温度偏差,转炉或电炉钢水温度异常,炼钢区钢水温度直接影响连铸区钢水温度,调整冶炼工艺和加热参数,炼钢区_成分分析仪_主要元素含量,钢液成分异常,钢液中主要元素含量偏离目标值,主要元素含量波动会影响连铸过程的稳定性,进行成分调整和合金化处理,,,,,,,,,,
2025-05-17 01:17:00,1.1912390476065788,1,警告,黄色,轧制区; 炼钢区; 连铸区,轧制区_力传感器_轧制力; 炼钢区_成分分析仪_主要元素含量; 炼钢区_温度传感器_钢水温度,3,轧制区_力传感器_轧制力,轧制力异常,轧制力偏离预期值，可能设备或工艺异常,轧制力和轧制速度变化会影响成品厚度/宽度，进而影响热处理参数,检查轧机状态，调整轧制参数,炼钢区_成分分析仪_主要元素含量,钢液成分异常,钢液中主要元素含量偏离目标值,主要元素含量波动会影响连铸过程的稳定性,进行成分调整和合金化处理,炼钢区_温度传感器_钢水温度,钢水温度偏差,转炉或电炉钢水温度异常,炼钢区钢水温度直接影响连铸区钢水温度,调整冶炼工艺和加热参数,,,,,
2025-05-17 01:17:30,0.5655384588039991,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:18:00,0.5740303321543532,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:18:30,0.4220494694685384,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:19:00,0.3935859406089158,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:19:30,0.4640024902614169,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:20:00,0.5597938176268107,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:20:30,0.398344217940988,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:21:00,0.3935859406089158,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:21:30,0.3179835679278175,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:22:00,0.398344217940988,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:22:30,0.3198772866170891,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:23:00,0.4388097603202178,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:23:30,0.3179835679278175,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:24:00,0.3461171611145185,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:24:30,0.3159026635427157,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:25:00,0.2967040277006011,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:25:30,0.3204294732090654,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:26:00,0.2900278232709385,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:26:30,0.3381248299378537,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:27:00,0.256393683271256,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:27:30,0.2900278232709385,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:28:00,0.3228401197953277,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:28:30,0.436142209469703,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:29:00,0.2894188830587165,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:29:30,0.3719755639613056,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:30:00,0.3066203623056119,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:30:30,0.3020887333746885,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:31:00,0.3550335823918661,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:31:30,0.3240119373126837,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:32:00,0.3015188267498216,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:32:30,0.4291436092866056,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:33:00,0.273146072961698,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:33:30,0.2516056146226469,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:34:00,0.3024909842077335,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:34:30,0.3933445909451812,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:35:00,0.2841168377899216,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:35:30,0.291740920175497,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:36:00,0.3396233432430956,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:36:30,0.95804016847813,1,警告,黄色,轧制区,轧制区_力传感器_轧制力,1,轧制区_力传感器_轧制力,轧制力异常,轧制力偏离预期值，可能设备或工艺异常,轧制力和轧制速度变化会影响成品厚度/宽度，进而影响热处理参数,检查轧机状态，调整轧制参数,,,,,,,,,,,,,,,
2025-05-17 01:37:00,0.3309231577876073,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:37:30,0.2817304100361325,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:38:00,0.2429047899547319,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:38:30,0.269832412437783,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:39:00,0.3251416518909547,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:39:30,0.3082883078912888,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:40:00,0.3272280919427868,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:40:30,0.3111192247759342,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:41:00,0.3100242079899672,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:41:30,0.3130283114608314,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:42:00,0.2955545305431879,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:42:30,0.3326992759214885,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
2025-05-17 01:43:00,0.3549777121543999,0,安全,绿色,无,无,0,,,,,,,,,,,,,,,,,,,,
